institutioncode	publishingorgkey	key	endorsingNodeKey	title	description	language	email	phone	homepage	city	country	postalCode	latitude	longitude	numPublishedDatasets	created	modified	
EDBEV	31de4639-5dca-4663-aa4c-e4f45c1adc30	31de4639-5dca-4663-aa4c-e4f45c1adc30	2dbfc5c5-51b5-4494-9dfc-4d3f013a3b64	Ecole doctorale de biodiversité  et Environnements Tropicaux de l'université de Toliara	Enseignement et recherche sur la biodiversité et environnement tropicaux	eng				Toliara I	MG	601			4	2015-06-15T13:56:36.601+0000	2015-08-12T11:45:26.070+0000	
Universidad de Antioquia	cccff716-2694-4209-9f9e-2f7a484465a0	cccff716-2694-4209-9f9e-2f7a484465a0	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Universidad de Antioquia		spa			["http://www.udea.edu.co/portal/page/portal/SedesDependencias/CienciasExactasNaturales"]	Medellín	CO				11	2013-02-07T11:22:18.000+0000	2013-02-07T14:22:42.000+0000	
Naturstyrelsen	977178c7-76fe-4c86-94f3-cf039ede5c3c	977178c7-76fe-4c86-94f3-cf039ede5c3c	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	Danish Nature Agency		eng			["http://www.naturstyrelsen.dk/"]		DK				1	2012-11-09T10:53:54.000+0000	2012-12-03T11:26:52.000+0000	
LEB	730cd32c-627f-44a8-9d93-fcfb23ade969	730cd32c-627f-44a8-9d93-fcfb23ade969	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Herbarium LEB Jaime Andrés Rodríguez. Facultad de Ciencias Biológicas y Ambientales. Universidad de León.		spa	["uleher@unileon.es"]	["+34-987291494"]	["http://herbarioleb.unileon.es/"]	León	ES	24071			4	2013-07-09T13:43:34.000+0000	2013-10-17T13:05:41.000+0000	
UCMC	4cadac10-3e7b-11d9-8439-b8a03c50a862	4cadac10-3e7b-11d9-8439-b8a03c50a862	8618c64a-93e0-4300-b546-7249e5148ed2	University of Colorado Museum of Natural History	http://cumuseum.colorado.edu/	eng			["http://cumuseum.colorado.edu/"]	Boulder	US		40.0069	-105.27279	10	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
C	ba482b53-07ed-4ca4-8981-5396d1a8a6fc	ba482b53-07ed-4ca4-8981-5396d1a8a6fc	4ddd294f-02b7-4359-ac33-0806a9ca9c6b	Botanical Garden & Museum, Natural History Museum of Denmark		eng			["http://botanik.snm.ku.dk/english/"]		DK				10	2012-11-09T09:59:17.000+0000	2012-11-09T09:59:17.000+0000	
COA	857b3f90-230f-474d-9559-6f740efadbba	857b3f90-230f-474d-9559-6f740efadbba	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Botanical Garden of Córdoba	The Herbarium COA began in 1980. It approximately includes 75000 sheets of pressed and dried plants fundamentally from Andalusia. It is specialized in species of the family Brassicaceae, weeds and endemic plants of the Iberian Peninsula and Balearic Islands. The sheets are stored in 17 compact closets distributed by families, genus and species. The Herbarium also includes an archive and a register.	eng	["jardinbotcord@telefonica.net"]	["+34-957200355"]		Córdoba	ES	14004			1	2013-07-09T13:00:04.000+0000	2013-07-09T13:00:04.000+0000	
inatura                                                                                                                                                                                                                                                   	fccc6740-bbb1-11d9-839f-b8a03c50a862	fccc6740-bbb1-11d9-839f-b8a03c50a862	1e789bc9-79fc-4e60-a49e-89dfc45a7188	inatura - Erlebnis Naturschau Dornbirn	inatura - Erlebnis Naturschau Dornbirn	eng					AT				1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
IICT	9fdb5a90-a5a6-11dd-8d5f-b8a03c50a862	9fdb5a90-a5a6-11dd-8d5f-b8a03c50a862	673f7038-4262-4149-b753-5658a4e912f6	Instituto de Investigação Científica Tropical	The Tropical Research Institute (IICT) promotes tropical knowledge by pursuing interdisciplinary research of relevance to countries in tropical regions. One of the strategic objectives underlying the work program is facilitating access of Community of Portuguese Language Countries (CPLP) to its vast historic and scientific heritage. IICT holds several botanical and zoological collections, mainy representing the flora and fauna of Angola, Cape Verde, Guinea-Bissau, Mozambique, São Tomé and Príncipe.	eng			["http://www.iict.pt"]	Lisbon	PT		38.70094	-9.18537	3	2010-05-03T22:02:00.000+0000	2011-10-19T08:38:33.000+0000	
VAL	8209258a-80e8-4094-aba2-a3febe5ed45b	8209258a-80e8-4094-aba2-a3febe5ed45b	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Botanical Garden, University of Valencia	The Botanic Garden of València belong to the University of València. It was created in 1802 and actually housed tree collections: bank of germ-plasm, living plants and herbarium.	eng	["Antoni.Aguilella@uv.es"]	["+34-963156802"]		Valencia	ES	46008			2	2013-07-09T13:49:02.000+0000	2013-07-09T13:49:02.000+0000	
MAF	a7ae8a07-cb3f-42e6-8f4e-22868f8cdb27	a7ae8a07-cb3f-42e6-8f4e-22868f8cdb27	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Department of Plant Biology II. Fac. of Pharmacy. Univ. Complutense de Madrid	This Herbarium was founded by Blas Lázaro e Ibiza in 1892. Its central nucleus was the Herbarium of the Linneana Matritensis Society that, by proposal of Fausto Garagarza (professor of physical Techniques), was stored in the Faculty of Pharmacy in December of 1892. The collection of plants of P. A. Pourret was included soon. This collection was inherited of the School of Pharmacy of Santiago. To the death of B. Lázaro a structure of 27 closets existed. In those the collections of Marcelo Rivas Mateo, Máximo Laguna y José María Pérez Lara had been stored. Later, the collections of the different professors of the Faculty were included. Among those, the collecions of José Cuatrecasas and Manuel López Figueiras and some collections acquired by this, the herbaria of Touton and Huguet del Villar are remarkable. Salvador Rivas Goday was the responsible for the current location of the collections (100 closets) and of the great increment of those by means of collecting and exchange. José Borja is one of the most important collaborators of Rivas Goday. The MAF was included in the Index Herbariorum in 1993 and it actively participates in the creation of the Association of Herbaria Iberian-macaroneesic (AHIM).	eng	["mafherb@farm.ucm.es"]	["+34-913941769"]		Madrid	ES	28040			2	2013-07-09T12:02:48.000+0000	2013-07-09T12:02:48.000+0000	
HGI	32498aba-d8d4-4202-ae39-d795577cdc4a	32498aba-d8d4-4202-ae39-d795577cdc4a	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Dep. Environmental Sciences, Faculty of Sciences, Univ. Girona	The vascular plant collection basically houses the plants results of the different works carried out in NE Iberian Peninsula (principally in Girona districts). Consequently, it is the most important herbarium for this area. The researches of this herbarium collabore with the ORCA project (Chorology of the flora of Catalan countries) and with the Flora Iberica project. The HGI collection increases with donations of old herbariums, as J. Isern herbarium.	eng	["lluis.vilar@udg.es"]	["+34-972418279"]		Gerona	ES	17071			1	2013-07-09T13:34:13.000+0000	2013-07-09T13:34:13.000+0000	
ABH	9c56586d-d2c7-4eac-9cc9-436e6b8b1a54	9c56586d-d2c7-4eac-9cc9-436e6b8b1a54	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	CIBIO (Institute of Biodiversity), Univ. Alicante	This Herbarium was founded in 1993. It is integrated by sheets of vascular plants and the historical collection of Professor Abelardo Rigual.	eng	["crespo@ua.es"]	["+34-965903278"]		Alicante	ES	03080			2	2013-07-09T14:18:15.000+0000	2013-07-09T14:18:15.000+0000	
SEV	520e3c81-7de2-4ef3-9b36-11f3bdad76a9	520e3c81-7de2-4ef3-9b36-11f3bdad76a9	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Dep. of Plant Biology and Ecology, Univ. Seville		eng				Sevilla	ES	41012			2	2013-07-09T13:19:24.000+0000	2013-07-09T13:19:24.000+0000	
JBS	e287af9f-768b-410d-a232-84522b1968b0	e287af9f-768b-410d-a232-84522b1968b0	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Sóller Botanical Garden Foundation	The HJBS Herbarium began in 1992 thanks to the donation of the historical herbarium of the priests Francesc Bonafè. He was the author of the "Flora de Mallorca" (vols. I_IV, 1977-1980). In this moment, the herbarium is integrated by more than 12000 sheets, mainly of balearic flora.	eng	["mvicens@jardibotanicdesoller.org"]	["+34-971634014"]		Islas Baleares	ES	07100			2	2013-07-09T14:25:46.000+0000	2013-07-09T14:25:46.000+0000	
SZU	b0a2cd60-4059-11de-9f59-b8a03c50a862	b0a2cd60-4059-11de-9f59-b8a03c50a862	1e789bc9-79fc-4e60-a49e-89dfc45a7188	Universität Salzburg	Universität Salzburg	eng					AT				1	2010-05-03T22:02:00.000+0000	2010-05-03T22:02:00.000+0000	
Acadia University	6491ad8c-8e49-4bd4-a089-0ddb3bbe0890	6491ad8c-8e49-4bd4-a089-0ddb3bbe0890	8f83fc96-c966-4126-83f7-bf044dc49efa	Acadia University		eng			["http://www.acadiau.ca"]		CA				2	2012-02-07T14:15:51.000+0000	2012-02-07T14:15:51.000+0000	
LEGON-GC	4bc4943a-c94f-4bd4-9aa3-2a9cae94398a	4bc4943a-c94f-4bd4-9aa3-2a9cae94398a	b5633b75-6a86-4fdf-9cfc-506047fb9dc7	Ghana Biodiversity Information Facility (GhaBIF)	GhaBIF is the Ghana national GBIF Node hosted by the Department of Botany, University of Ghana	eng			["http://www.ghabif.org"]	Accra	GH	LG			2	2012-06-11T10:09:40.000+0000	2012-06-11T10:09:40.000+0000	
Universit? de Strasbourg	a6de8f30-d931-11db-973c-b8a03c50a862	a6de8f30-d931-11db-973c-b8a03c50a862	da44cd31-5901-4687-a106-6d1c7734ee3a	Université de Strasbourg		eng			["http://www.unistra.fr/"]	Strasbourg	FR		48.57987	7.76673	3	2010-05-03T22:02:00.000+0000	2016-06-06T14:57:19.408+0000	
	58550985-8014-4ec8-a3a3-b3faa0185bf8	58550985-8014-4ec8-a3a3-b3faa0185bf8	8f83fc96-c966-4126-83f7-bf044dc49efa	Living Prairie Museum	The Living Prairie Museum Herbarium is located within the Living Prairie Museum Interpretative Centre (LPM) located in the City of Winnipeg, Manitoba, Canada. Founded  in 1967, the LPM Herbarium  contains over 250 vascular plant specimens, with a focus on plants found  in native tall grass prairie habitat. Many of the specimens were collected during surveys by the International Biological Program, which lead to the protection of the 12 hectare (30 acre) remnant tall grass prairie site that would become LPM. The establishment and registration of our digitized herbarium is an important step towards sharing the diversity of tall grass prairie species with the international community. Our current online herbarium can be accessed at http://www.livingprairie.org/	eng			["http://www.winnipeg.ca/PublicWorks/parksOpenSpace/LivingPrairie/default.asp"]	Winnipeg	CA	R3J 3S4			1	2016-07-12T09:04:00.012+0000	2016-07-14T12:22:38.206+0000	
Ecofact	fac91b96-c087-460f-ab01-b808f341c2f5	fac91b96-c087-460f-ab01-b808f341c2f5	4f829580-180d-46a9-9c87-ed8ec959b545	Ecofact	Ecofact publishes data in GBIF through the Norwegian GBIF Participant Node at: http://www.gbif.org/dataset/d7e36e03-340d-4cba-904c-a2a3e662d3cd http://doi.org/10.15468/k88vjq On behalf of the GBIF-node we wish to register Ecofact as the data publisher to assign correct credits to Ecofact in the GBIF portal. Best wishes Dag Endresen, node manager	eng			["http://www.ecofact.no/"]	Tromsø	NO	9008			1	2016-08-19T10:31:24.093+0000	2016-08-19T10:36:23.897+0000	
CDMB	278c2395-6edb-41f4-8f0a-0abd13656901	278c2395-6edb-41f4-8f0a-0abd13656901	7e865cba-7c46-417b-ade5-97f2cf5b7be0	Red Nacional de Jardines Botánicos de Colombia	La Red Nacional de Jardines Botánicos de Colombia es la organización  que agrupa los jardines botánicos promoviendo actividades de conservación, investigación y educación ambiental de la flora nativa.	spa				Bogotá	CO		4.61655	-74.07317	1	2013-04-24T07:51:41.000+0000	2013-04-24T07:51:41.000+0000	
OLA	0e5e2ebb-cc35-4e96-ac4c-298654ff97d6	0e5e2ebb-cc35-4e96-ac4c-298654ff97d6	1f94b3ca-9345-4d65-afe2-4bace93aa0fe	Jardín Botánico de Olarizu (Vitoria-Gasteiz)/Olarizuko Lorategi Botanikoa (Vitoria-Gasteiz)	En el año 2000, el Centro de Estudios Ambientales (CEA) del Ayuntamiento de Vitoria-Gasteiz (�?lava, País Vasco, España) tomó la iniciativa de desarrollar un proyecto de Jardín Botánico en el entorno del Parque de Olarizu, en el sureste de la ciudad. Desde su origen, el Jardín Botánico de Olarizu fue concebido como un proyecto de consolidación de los espacios periurbanos del Anillo Verde de Vitoria-Gasteiz, siendo considerado un espacio multifuncional que, además de ser un parque público y reunir colecciones botánicas con una clara vocación educativa y divulgativa, debía ser una institución capaz de desarrollar labores de investigación y conservación, cumpliendo así las funciones inherentes a los jardines botánicos del siglo XXI.  Entre el año 2000 y el 2010, con la asesoría de la Sección de Botánica del Dpto. de Biología Vegetal y Ecología de la Universidad del País Vasco y la del Museo de Ciencias Naturales de �?lava,  se sucedieron una serie de documentos e  informes donde se sentaron las bases del futuro jardín botánico: objetivos, funciones, plan director, definición de colecciones de planta viva, proyecto de creación de un banco de germoplasma, etc.  Paralelamente, entre octubre del año 2007 y febrero del 2008 se llevaron a cabo las primeras plantaciones para la creación de las colecciones de planta viva, que han continuado de forma sucesiva desde entonces hasta la actualidad, sin haber concluido todavía: Arboreto de los Bosques de Europa (Colección flora forestal europea), Lago (Colección helófitos e hidrófitos), Cerro y Pradera Orquídeas y Geófitos (Colección flora y vegetación local), Jardín de las Plantas Útiles y Amenazadas (Colección etnobotánica), etc.  En el 2010 se crearon el Banco de Germoplasma Vegetal y el Herbario del Jardín Botánico de Olarizu, cuyas colecciones se incrementan año tras año gracias a los proyectos de conservación y otros estudios botánicos que se van realizando en el seno de la institución.   Actualmente, el Jardín Botánico de Olarizu pertenece al Ayuntamiento de Vitoria-Gasteiz y tiene 70 ha de extensión, que albergan alrededor de 300 táxones de flora silvestre espontánea y 870 táxones cultivados en las colecciones de planta viva, cifra que alcanzará los 1500 en el futuro. La especialización temática se centra en tres ejes: 1. Los Bosques de Europa (Arboreto de los Bosques de Europa). 2. La Etnobotánica (Jardín de las Plantas Útiles y Amenazadas). 3. La Conservación de la Flora del País Vasco, del ámbito Pirenaico-Cantábrico y del Centro-Norte de la Península Ibérica (Banco de Germoplasma).  Más allá de la actividad conservacionista e investigadora, se desarrolla una importante actividad didáctica, divulgativa, docente y formadora, tanto en el ámbito de la educación formal, como en el de la educación no formal, mediante una serie de actividades de educación ambiental dirigidas al público general, escolar y universitario. Esta oferta educativa se complementa con una oferta formativa en régimen de prácticas para alumnado de formación profesional y  universitario. El alumnado universitario tiene además la posibilidad de realizar Trabajos Fin de Grado y Trabajos Fin de Máster. La oferta formativa se complementa con Planes de Empleo dirigidos, por una parte, a la contratación de jóvenes con estudios superiores y sin experiencia laboral previa para capacitarlos como personal científico-técnico y, por otra parte, a personas en situación o riesgo de exclusión social para capacitarlos en jardinería, horticultura, viverismo y trabajos forestales.  El Jardín Botánico de Olarizu (Vitoria-Gasteiz) forma parte de la Asocación Ibero-Macaronésica de Jardines Botánicos (AIMJB) desde el año 2012  y de la Red Española de Bancos de Germoplasma (REDBAG) desde 2013.  Misión: "Conservar, divulgar y poner en valor la biodiversidad vegetal local, regional, europea y global"  Líneas de investigación: Conservación "ex situ" de flora amenazada, endémica, rara, singular y característica de los hábitats del País Vasco, el ámbito Pirenaico-Cantábrico y el Centro-Norte de la Península Ibérica. -Estudios germinativos y protocolos de germinación. -Estudios de viabilidad de semillas y protocolos de viabilidad. -Protocolos de cultivo y producción de planta. -Biología reproductiva. -Ecología de poblaciones. -Morfocolorimetría de semillas. -Estudios florísticos. -Estudios de caracterización de la vegetación y hábitats naturales. -Cartografía vegetal (flora, especies amenazadas, vegetación, hábitats, etc.). -Estudios taxonómicos.  The Botanical Garden of Olarizu was created by the Vitoria-Gasteiz City Council with the aim of consolidating peri-urban areas of the Green Belt surrounding the city. It was originally conceived as a multifunctional project: a public park to hold botanical collections with a clear educational and dissemination purposes, but also an institution to carry out research and conservation of plant biodiversity. The project brings back the spirit in wich it was created the first botanical garden in the city (1774-1777) and provides the functions that are considered inherent to the botanical gardens of the XXI century.  At the bottom of the hill of Olarizu, around the old Dehesa of Olarizu and closing the Green Belt of Vitoria-Gasteiz in the south, the botanical garden offers observation, discovery, experimentation and learning opportunities about, plants, vegetation and the main of European and immediate surroundings landscapes.  Aims: To preserve, disseminate and add value to the local, regional, European and global plant biodiversity.  The Collections:  OLA Herbarium Seed Bank Living plants: Arboretum of European Forests, Arboretum of regional forests, Lake (European macrophytes), Mirador (Vegetation of calcareous hills and mountain peaks), Orchids and Geophytes grassland, Garden of Useful Plants, Orchards of Olarizu, Flora and Vegetation of Dehesa of Olarizu (Oak forest, meadows and hedges).	eng			["http://www.vitoria-gasteiz.org/we001/was/we001Action.do?aplicacion=wb021&tabla=contenido&idioma=es&uid=u5e32f096_1370182b120__7fdb"]	Vitoria-Gasteiz	ES	01006			1	2017-01-18T10:35:26.672+0000	2017-01-18T10:35:26.672+0000	
